汉字	声、韵	调	是否白读	注释
霜	sŋ̍	44	白读	
酸	sŋ̍	44	白读	
损	sŋ̍	53	白读	
算	sŋ̍	11	白读	～数：算帐
光	kŋ̍	44	白读	
扛	kŋ̍	44		
缸	kŋ̍	44	白读	
杠	kŋ̍	24	白读	桥～
广	kŋ̍	53	白读	
卷	kŋ̍	53	白读	～席
钢	kŋ̍	11	白读	
卷	kŋ̍	11	白读	考～
糠	kʰŋ̍	44	白读	
劝	kʰŋ̍	11	白读	
囥	kʰŋ̍	11		藏
荒	hŋ̍	44	白读	
方	hŋ̍	44	白读	
昏	hŋ̍	44	白读	冥～：晚上
园	hŋ̍	24	白读	
哼	hŋ̍	53		表示蔑视或不满意
远	hŋ̍	31	白读	
秧	ŋ̍	44	白读	
□	ŋ̍	44		哄婴儿大便声
黄	ŋ̍	24	白读	
□	ŋ̍	24		应答声
䘼	ŋ̍	53	白读	手～：袖子
□	ŋ̍	31		表示赞同声
